aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_percentage_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_count_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_duration_nnconv2dadd,aggregated_percentage_nnconv2dadd,aggregated_count_nnconv2dadd,aggregated_duration_nnconv2daddaddnnrelu,aggregated_percentage_nnconv2daddaddnnrelu,aggregated_count_nnconv2daddaddnnrelu,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
1081258.16,53.69801900000001,54.0,2013591.0670000005,100.00001285999993,158.0,979.336,0.0486363,1.0,494022.55,24.53439299999999,47.0,102140.54999999999,5.072566999999999,4.0,332948.99000000005,16.53508,50.0,139.231,0.00691456,1.0,2102.25,0.104403,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1078716.2200000002,53.534331000000016,54.0,2015000.1299999994,100.00000398999995,158.0,978.123,0.0485421,1.0,496245.2900000001,24.62754,47.0,102313.95,5.077615,4.0,334530.1400000001,16.601981,50.0,136.897,0.00679389,1.0,2079.51,0.103201,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1078262.63,53.61137399999999,54.0,2011257.0780000004,100.00000849999995,158.0,974.637,0.0484591,1.0,492573.28,24.490821,47.0,103562.96,5.14917,4.0,333638.88000000006,16.588578,50.0,141.681,0.0070444,1.0,2103.01,0.104562,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1080693.2199999997,53.70007799999999,54.0,2012460.8520000014,99.99999742999996,158.0,975.266,0.0484614,1.0,494228.26999999984,24.558402,47.0,101425.1,5.039859,4.0,332922.51000000007,16.543059,50.0,139.766,0.00694503,1.0,2076.72,0.103193,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1086378.9800000002,53.797656,54.0,2019379.8700000006,99.99999629000003,158.0,974.892,0.0482768,1.0,493273.75,24.426985999999996,47.0,102743.23,5.087855,4.0,333785.70000000007,16.529124,50.0,143.608,0.00711149,1.0,2079.71,0.102987,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1078564.18,53.578471000000015,54.0,2013054.7540000002,100.00000579,158.0,971.026,0.0482365,1.0,495429.4499999999,24.610836999999997,47.0,101429.9,5.038608,4.0,334432.56,16.613193999999996,50.0,142.208,0.00706429,1.0,2085.43,0.103595,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1078912.1099999999,53.644013,54.0,2011245.3679999993,100.00000615000006,158.0,970.968,0.0482769,1.0,492076.08,24.466223999999997,47.0,101531.28,5.048171999999999,4.0,335533.5500000001,16.682871999999996,50.0,140.39,0.00698025,1.0,2080.99,0.103468,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1083071.86,53.521742000000025,54.0,2023611.724000001,100.00000609000003,158.0,978.758,0.0483669,1.0,495223.4599999999,24.472241999999998,47.0,107722.37,5.323278,4.0,334390.06000000006,16.524415,50.0,138.176,0.00682819,1.0,2087.04,0.103134,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1081054.8599999996,53.68714099999998,54.0,2013620.7180000008,100.00001314000005,158.0,979.396,0.0486385,1.0,493182.64,24.492326000000002,47.0,100989.48999999999,5.015317,4.0,335176.45,16.645453999999994,50.0,141.792,0.00704164,1.0,2096.09,0.104095,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1086162.4399999997,53.74389399999998,54.0,2020996.6689999988,100.00001405999996,158.0,980.167,0.0484992,1.0,495970.72000000015,24.540908999999996,47.0,100996.39000000001,4.997358999999999,4.0,334649.30000000016,16.558632000000003,50.0,138.112,0.00683386,1.0,2099.54,0.103887,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1087893.1800000002,53.86811800000001,54.0,2019548.862000001,100.00001014000001,158.0,981.468,0.0485984,1.0,492560.03,24.389619999999997,47.0,101493.39,5.0255469999999995,4.0,334398.7099999999,16.558098000000005,50.0,139.384,0.00690174,1.0,2082.7,0.103127,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1081391.8800000001,53.554137,54.0,2019249.1090000013,99.99998765000001,158.0,976.53,0.0483611,1.0,496620.2899999999,24.594314,47.0,103217.63,5.111685,4.0,334804.95999999996,16.580666,50.0,140.369,0.00695155,1.0,2097.45,0.103873,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1081531.8900000001,53.73618000000002,54.0,2012670.2130000005,99.99999841000006,158.0,979.441,0.0486638,1.0,492253.7399999999,24.457740000000005,47.0,102011.5,5.068460999999999,4.0,333663.43999999994,16.578146,50.0,139.772,0.00694461,1.0,2090.43,0.103863,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1079681.9800000002,53.636384,54.0,2012965.8160000003,99.99998783000001,158.0,977.186,0.0485446,1.0,494770.2500000002,24.579155000000004,47.0,101534.56,5.04403,4.0,333774.5899999999,16.581229000000004,50.0,140.55,0.00698223,1.0,2086.7,0.103663,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1079821.6600000001,53.68526299999999,54.0,2011392.3289999992,100.00000147000003,158.0,975.785,0.0485129,1.0,493262.66999999987,24.52345800000001,47.0,101591.92,5.050823,4.0,333485.42,16.579838999999996,50.0,141.714,0.00704557,1.0,2113.16,0.10506,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
