aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnconv2dadd,aggregated_percentage_nnconv2dadd,aggregated_count_nnconv2dadd,aggregated_duration_nnconv2daddaddnnrelu,aggregated_percentage_nnconv2daddaddnnrelu,aggregated_count_nnconv2daddaddnnrelu,aggregated_duration_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_percentage_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_count_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
0.0,nan,28.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5139287.33,91.37018909999999,28.0,5624686.391000001,99.99998364000001,56.0,974.012,0.0173167,1.0,97227.06,1.728578,4.0,232866.80000000002,4.140082,16.0,152104.5,2.70423,5.0,139.039,0.00247194,1.0,2087.65,0.0371159,1.0,wide_resnet50_2.onnx
0.0,nan,28.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5342813.9399999995,91.6615663,28.0,5828848.563000002,99.99999930999998,56.0,980.637,0.0168239,1.0,99241.09,1.702585,4.0,233300.9,4.002523,16.0,150287.69999999998,2.578341,5.0,140.616,0.00241241,1.0,2083.68,0.0357477,1.0,wide_resnet50_2.onnx
0.0,nan,28.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5136915.58,91.3664103,28.0,5622326.137999999,100.00002837999997,56.0,975.891,0.0173574,1.0,98826.35999999999,1.7577470000000002,4.0,231875.6,4.124188999999999,16.0,151532.59999999998,2.6951929999999997,5.0,139.607,0.00248308,1.0,2060.5,0.0366486,1.0,wide_resnet50_2.onnx
0.0,nan,28.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5354125.229999999,91.7346293,28.0,5836539.5030000005,100.00004472000002,56.0,978.416,0.0167636,1.0,97961.61,1.6784189999999999,4.0,231084.7,3.959274,16.0,150164.2,2.572831,5.0,139.547,0.00239092,1.0,2085.8,0.0357369,1.0,wide_resnet50_2.onnx
0.0,nan,28.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5141130.26,91.38431870000002,28.0,5625832.415999999,99.99997271000004,56.0,980.835,0.0174345,1.0,98969.01000000001,1.759191,4.0,230811.90000000002,4.102714,16.0,151742.2,2.697241,5.0,138.711,0.00246561,1.0,2059.5,0.0366079,1.0,wide_resnet50_2.onnx
0.0,nan,28.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5348434.66,91.73062809999999,28.0,5830586.979999998,99.99998870999997,56.0,976.882,0.0167544,1.0,97910.20999999999,1.679251,4.0,231317.59999999998,3.9673099999999994,16.0,149726.4,2.5679489999999996,5.0,142.908,0.00245101,1.0,2078.32,0.0356452,1.0,wide_resnet50_2.onnx
0.0,nan,28.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5126301.04,91.3757788,28.0,5610132.385999998,100.00001315,56.0,978.732,0.0174458,1.0,96714.04000000001,1.723916,4.0,231931.99999999997,4.13416,16.0,151974.1,2.708919,5.0,141.844,0.00252835,1.0,2090.63,0.0372652,1.0,wide_resnet50_2.onnx
0.0,nan,28.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5334510.43,91.7035745,28.0,5817120.118999999,99.99994000999999,56.0,974.392,0.0167504,1.0,97957.16,1.683947,4.0,231511.20000000004,3.9798219999999995,16.0,149948.4,2.577708,5.0,140.647,0.00241781,1.0,2077.89,0.0357203,1.0,wide_resnet50_2.onnx
0.0,nan,28.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5145157.090000001,91.4059736,28.0,5628905.14,99.99997841000003,56.0,974.94,0.0173202,1.0,95822.74,1.7023320000000002,4.0,233166.8,4.142318000000001,16.0,151556.4,2.692468,5.0,138.59,0.00246211,1.0,2088.58,0.0371045,1.0,wide_resnet50_2.onnx
0.0,nan,28.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5344657.619999999,91.73807999999998,28.0,5825999.721999998,100.00004401999999,56.0,980.942,0.0168373,1.0,97978.4,1.6817419999999998,4.0,230481.59999999998,3.956087,16.0,149689.1,2.569329,5.0,141.13,0.00242242,1.0,2070.93,0.0355463,1.0,wide_resnet50_2.onnx
0.0,nan,28.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5154907.350000001,91.40321589999998,28.0,5639745.3950000005,100.00002466999997,56.0,976.831,0.0173205,1.0,98686.05,1.749831,4.0,231420.69999999995,4.103390999999999,16.0,151536.9,2.686946,5.0,139.554,0.00247447,1.0,2078.01,0.0368458,1.0,wide_resnet50_2.onnx
0.0,nan,28.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5329906.049999999,91.68306950000002,28.0,5813406.559,100.00006001000001,56.0,977.999,0.0168232,1.0,97877.83,1.683657,4.0,232584.80000000002,4.000835,16.0,149821.7,2.5771749999999995,5.0,142.9,0.00245811,1.0,2095.28,0.0360422,1.0,wide_resnet50_2.onnx
0.0,nan,28.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5136661.89,91.41203149999998,28.0,5619238.432000001,99.99995974999997,56.0,977.881,0.0174024,1.0,95622.01000000001,1.7016879999999999,4.0,232126.69999999998,4.130925,16.0,151632.09999999998,2.6984440000000003,5.0,138.461,0.00246405,1.0,2079.39,0.0370048,1.0,wide_resnet50_2.onnx
0.0,nan,28.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
5341812.35,91.7402953,28.0,5822753.077,99.99997407000001,56.0,976.702,0.0167739,1.0,96178.77,1.651774,4.0,231472.10000000003,3.9753049999999996,16.0,150077.40000000002,2.577429,5.0,140.635,0.00241527,1.0,2095.12,0.0359816,1.0,wide_resnet50_2.onnx
0.0,nan,28.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,1.0,wide_resnet50_2.onnx
